5.0, 5.0, 9.0, -6.0, 6.0, 4.0, 8.0, -8.0, 6.0, -9.0, -2.0, 4.0, 2.0, -5.0, -5.0, -7.0, 8.0, 2.0, 3.0, -10.0, 14.0, 5.0, -8.0, -5.0, 3.0, 3.0, 2.0, -7.0, 7.0, -4.0, 9.0, 80.0, 601.0
-9.0, 0.0, 0.0, 8.0, -10.0, 4.0, -9.0, -3.0, 3.0, 3.0, 2.0, -4.0, 5.0, -7.0, -5.0, -4.0, 1.0, 8.0, -10.0, -9.0, 35.0, 3.0, 6.0, -2.0, 1.0, 9.0, -10.0, -10.0, 6.0, -1.0, 6.0, 99.0, 371.0
-9.0, 1.0, 5.0, 7.0, -3.0, -2.0, -7.0, -5.0, 8.0, 7.0, -9.0, 3.0, 9.0, -1.0, 6.0, -1.0, 6.0, 1.0, 5.0, 6.0, 1.0, 3.0, 3.0, 8.0, -9.0, -2.0, -4.0, -8.0, 4.0, -1.0, -8.0, 96.0, 339.0
3.0, -8.0, 6.0, 1.0, -4.0, 8.0, 3.0, -6.0, -1.0, 0.0, -8.0, -6.0, 6.0, -2.0, -10.0, -9.0, 3.0, -8.0, 2.0, -1.0, 76.0, -10.0, 5.0, 5.0, -10.0, -6.0, -10.0, -8.0, -1.0, 0.0, 2.0, 56.0, 351.0
1.0, -2.0, -4.0, -1.0, 7.0, -4.0, 0.0, 6.0, -5.0, 1.0, 4.0, 9.0, -7.0, -9.0, -2.0, 4.0, 1.0, 7.0, 5.0, -6.0, 31.0, 5.0, -9.0, 2.0, 4.0, 8.0, -9.0, -2.0, -5.0, 7.0, 6.0, 44.0, 230.0
-2.0, 5.0, 8.0, -2.0, 3.0, -2.0, -6.0, -10.0, -8.0, 0.0, -7.0, -4.0, 8.0, -6.0, 6.0, -3.0, -8.0, -2.0, 2.0, 7.0, 64.0, -10.0, 8.0, 6.0, 9.0, -2.0, -9.0, -2.0, -5.0, -5.0, 3.0, 57.0, 331.0
6.0, -9.0, 7.0, 2.0, -1.0, -2.0, -1.0, -2.0, 3.0, -5.0, 1.0, -7.0, 1.0, 7.0, 9.0, -4.0, -2.0, 9.0, -6.0, 6.0, 18.0, 8.0, 4.0, 1.0, 2.0, 3.0, -8.0, 2.0, 1.0, 4.0, -3.0, 44.0, 274.0
-4.0, 7.0, -4.0, -5.0, 6.0, 7.0, 8.0, -10.0, -5.0, 0.0, -3.0, -7.0, 2.0, -8.0, 0.0, 6.0, 0.0, 9.0, 5.0, 7.0, 5.0, -7.0, 6.0, -7.0, 5.0, -5.0, 8.0, 3.0, -7.0, 1.0, 9.0, 52.0, 404.0
-8.0, 1.0, -5.0, 1.0, -6.0, -2.0, 8.0, -9.0, 5.0, -10.0, 8.0, -4.0, -1.0, -5.0, -10.0, -10.0, -1.0, -4.0, -1.0, -5.0, 86.0, -9.0, -6.0, -5.0, 4.0, 6.0, 5.0, 2.0, -3.0, -9.0, 2.0, 43.0, 341.0
-9.0, 5.0, 1.0, 4.0, 6.0, -6.0, -7.0, 1.0, -7.0, -7.0, 8.0, -9.0, -3.0, -3.0, -1.0, 1.0, -2.0, 5.0, 0.0, -8.0, 32.0, 7.0, -7.0, 6.0, 2.0, -7.0, 0.0, 5.0, 3.0, -2.0, 1.0, 22.0, 331.0
-4.0, 0.0, 2.0, -4.0, 7.0, 9.0, -9.0, -7.0, 7.0, 3.0, -4.0, -9.0, 6.0, 3.0, 2.0, -8.0, -8.0, 7.0, -5.0, 0.0, 67.0, 9.0, 2.0, -9.0, -1.0, 0.0, 0.0, 9.0, 6.0, 6.0, -2.0, 38.0, 411.0
-9.0, -1.0, -5.0, 2.0, 6.0, 5.0, 7.0, -5.0, -8.0, 3.0, -7.0, -5.0, -2.0, -3.0, 9.0, 9.0, -3.0, 6.0, -1.0, -4.0, 51.0, -10.0, 9.0, -3.0, -9.0, -3.0, 7.0, 5.0, -7.0, -2.0, -1.0, 54.0, 401.0
-7.0, 8.0, -3.0, 8.0, 1.0, 4.0, 5.0, -2.0, 6.0, 9.0, 0.0, 4.0, -4.0, -2.0, 8.0, -10.0, 1.0, 5.0, 3.0, -9.0, 39.0, -7.0, 2.0, -9.0, -1.0, 7.0, 9.0, -7.0, 7.0, 2.0, -7.0, 32.0, 511.0
7.0, 5.0, -10.0, 1.0, -3.0, -10.0, -6.0, 3.0, 4.0, 2.0, 0.0, 4.0, -9.0, 9.0, -4.0, 0.0, -5.0, -2.0, 2.0, -6.0, 45.0, 2.0, 1.0, 6.0, -1.0, -2.0, -5.0, 8.0, 8.0, 9.0, -10.0, 24.0, 393.0
2.0, -10.0, 7.0, -2.0, 8.0, 6.0, 2.0, -1.0, -1.0, -8.0, 0.0, -3.0, 0.0, 3.0, -1.0, -2.0, 2.0, -4.0, 8.0, 2.0, 47.0, -10.0, -6.0, -4.0, -8.0, -7.0, 7.0, 6.0, -4.0, -4.0, 9.0, 51.0, 431.0
-7.0, 0.0, 7.0, 1.0, 1.0, 8.0, -3.0, 0.0, -8.0, 6.0, -1.0, -7.0, 3.0, 2.0, 4.0, -6.0, -4.0, 6.0, -10.0, 8.0, 7.0, -7.0, -3.0, -3.0, -5.0, 8.0, -4.0, 3.0, -9.0, -5.0, -2.0, 38.0, 381.0
-6.0, 8.0, -10.0, 8.0, 5.0, -4.0, -5.0, 5.0, -10.0, 3.0, 9.0, -3.0, 0.0, -4.0, 3.0, 7.0, 2.0, 0.0, -10.0, -6.0, 18.0, 9.0, -9.0, 5.0, -8.0, 2.0, -4.0, -9.0, -10.0, 1.0, 2.0, 83.0, 491.0
6.0, -7.0, 3.0, 0.0, 1.0, 1.0, 4.0, 2.0, 8.0, -10.0, 7.0, 7.0, -2.0, -2.0, -7.0, -9.0, 2.0, 4.0, -1.0, -1.0, 25.0, -8.0, 4.0, -5.0, 3.0, 5.0, -1.0, 1.0, -6.0, 2.0, -4.0, 88.0, 421.0
8.0, -4.0, -7.0, -5.0, -7.0, 5.0, 3.0, 3.0, 5.0, -5.0, -6.0, -8.0, -2.0, -7.0, -3.0, -5.0, -6.0, -1.0, 6.0, -6.0, 10.0, 4.0, 1.0, -3.0, -3.0, 1.0, -5.0, -7.0, 8.0, -8.0, 7.0, 15.0, 381.0
-8.0, -10.0, 6.0, 3.0, 1.0, -10.0, -3.0, 5.0, 8.0, -6.0, 5.0, -7.0, 7.0, 3.0, 1.0, 8.0, 3.0, -10.0, 0.0, 0.0, 93.0, -6.0, 3.0, 6.0, -9.0, 1.0, -3.0, -1.0, 5.0, -9.0, -8.0, 3.0, 431.0
3.0, -6.0, 4.0, -9.0, -7.0, 8.0, 7.0, -10.0, 9.0, -6.0, -5.0, 5.0, 0.0, 4.0, -5.0, -6.0, 7.0, -3.0, 4.0, -4.0, 73.0, 5.0, 9.0, -9.0, 7.0, -4.0, -3.0, 2.0, 8.0, 3.0, -2.0, 66.0, 481.0
7.0, 3.0, -5.0, -6.0, 1.0, 9.0, 9.0, -9.0, -3.0, 4.0, -9.0, -8.0, -8.0, 4.0, -8.0, 8.0, -5.0, 3.0, 8.0, -8.0, 85.0, -10.0, -1.0, 6.0, -1.0, -7.0, 5.0, -7.0, -7.0, 8.0, 9.0, 28.0, 481.0
5.0, 0.0, -3.0, 1.0, -3.0, -3.0, 1.0, 1.0, -2.0, 2.0, 6.0, 7.0, 2.0, -4.0, 6.0, 8.0, 4.0, -7.0, 4.0, 1.0, 70.0, -5.0, -4.0, -8.0, -1.0, 2.0, 0.0, -2.0, 6.0, 7.0, 5.0, 4.0, 159.0
-5.0, 1.0, 3.0, -4.0, -8.0, 3.0, 4.0, -4.0, -1.0, 5.0, -6.0, -4.0, 6.0, -3.0, -7.0, 1.0, 5.0, 8.0, 0.0, -3.0, 97.0, 1.0, 0.0, -5.0, 1.0, 8.0, -3.0, 5.0, -3.0, 3.0, 1.0, 7.0, 263.0
3.0, 1.0, 4.0, -4.0, 4.0, -9.0, 6.0, 8.0, -4.0, -9.0, -2.0, 6.0, -7.0, 8.0, -4.0, -5.0, 6.0, -6.0, -4.0, 6.0, 34.0, -5.0, 3.0, -2.0, 3.0, -4.0, -10.0, 6.0, -6.0, 9.0, -10.0, 44.0, 441.0
1.0, -5.0, 8.0, -9.0, 5.0, -4.0, -9.0, 6.0, -4.0, 8.0, -8.0, 8.0, -8.0, -10.0, 3.0, 4.0, 6.0, 0.0, -6.0, -3.0, 43.0, -7.0, 0.0, 2.0, -8.0, 9.0, -4.0, -3.0, -3.0, -9.0, -2.0, 43.0, 461.0
8.0, -4.0, -2.0, -4.0, 5.0, 4.0, 5.0, -6.0, -7.0, 4.0, 9.0, 2.0, 4.0, -5.0, 9.0, 5.0, -5.0, 1.0, -7.0, 2.0, 82.0, -10.0, 9.0, 7.0, -7.0, 8.0, 1.0, -1.0, -9.0, 5.0, 4.0, 38.0, 371.0
-4.0, -3.0, 0.0, 8.0, 5.0, -5.0, 6.0, -9.0, -2.0, 4.0, -7.0, -7.0, 9.0, -10.0, 7.0, 3.0, 5.0, 5.0, -5.0, 1.0, 17.0, -10.0, 6.0, -4.0, 6.0, 3.0, -8.0, 2.0, 2.0, 0.0, -6.0, 27.0, 361.0
-1.0, 6.0, -8.0, 9.0, -6.0, 7.0, 6.0, 6.0, -7.0, -7.0, -8.0, 1.0, 1.0, 5.0, 1.0, 6.0, 4.0, 6.0, -8.0, 4.0, 40.0, -6.0, -10.0, 6.0, 2.0, -5.0, -1.0, 3.0, -4.0, 4.0, -3.0, 39.0, 451.0
9.0, 3.0, -4.0, 0.0, 6.0, -9.0, -10.0, -2.0, 7.0, 8.0, 6.0, -6.0, 6.0, 3.0, 8.0, -1.0, -6.0, -9.0, -10.0, 8.0, 20.0, -8.0, -10.0, 8.0, 9.0, 5.0, 3.0, -8.0, -9.0, -7.0, -4.0, 48.0, 521.0
6.0, -10.0, -9.0, -9.0, 6.0, 5.0, 3.0, -5.0, 2.0, -8.0, -8.0, 3.0, -4.0, -5.0, -9.0, -4.0, 7.0, 0.0, -5.0, -2.0, 65.0, 4.0, 8.0, 6.0, -4.0, -1.0, -4.0, 6.0, -7.0, -2.0, 0.0, 57.0, 405.0
7.0, 3.0, -1.0, -8.0, -1.0, 7.0, -5.0, -3.0, 9.0, -9.0, 4.0, -10.0, 6.0, 8.0, 2.0, 0.0, 3.0, -9.0, -10.0, -5.0, 54.0, -6.0, 7.0, -8.0, -1.0, -7.0, -3.0, 9.0, -8.0, -2.0, -4.0, 61.0, 431.0
1.0, 8.0, 8.0, -8.0, 4.0, -1.0, -5.0, -7.0, -6.0, 7.0, -1.0, -7.0, -1.0, -9.0, -4.0, -10.0, -5.0, 4.0, 1.0, -7.0, 57.0, -9.0, 4.0, -7.0, 2.0, -5.0, 5.0, 4.0, -1.0, -2.0, 9.0, 56.0, 431.0
-1.0, -10.0, -2.0, -4.0, -8.0, 2.0, -10.0, -4.0, 8.0, -4.0, 5.0, 9.0, 4.0, 1.0, -9.0, 2.0, -10.0, 6.0, -3.0, 5.0, 65.0, 8.0, -10.0, 8.0, 1.0, -2.0, 0.0, 3.0, 6.0, -9.0, 8.0, 3.0, 301.0
2.0, -10.0, 6.0, -7.0, 4.0, -10.0, 9.0, 3.0, -7.0, -5.0, 6.0, 4.0, -6.0, -10.0, -10.0, -1.0, -4.0, 9.0, -9.0, -5.0, 5.0, 2.0, -10.0, 7.0, 3.0, -1.0, 5.0, 7.0, -5.0, -3.0, 9.0, 93.0, 441.0
5.0, 4.0, 6.0, 9.0, 2.0, -1.0, -1.0, -5.0, -10.0, -8.0, 1.0, 4.0, 0.0, 8.0, 3.0, -2.0, 2.0, 0.0, -3.0, 9.0, 38.0, 1.0, -6.0, 4.0, 7.0, -8.0, 5.0, -2.0, -9.0, 2.0, -7.0, 69.0, 337.0
-3.0, -4.0, 1.0, -2.0, 1.0, 0.0, 8.0, -5.0, -6.0, 7.0, -4.0, -5.0, 4.0, -2.0, -3.0, -4.0, -5.0, -7.0, -7.0, 7.0, 63.0, 7.0, -7.0, 6.0, 3.0, -4.0, 0.0, 0.0, -8.0, -5.0, -6.0, 39.0, 281.0
7.0, 7.0, 2.0, 0.0, -1.0, -5.0, 4.0, -4.0, 5.0, -7.0, -5.0, 3.0, 8.0, -6.0, -3.0, 6.0, -8.0, 0.0, -5.0, -9.0, 17.0, -5.0, -8.0, -2.0, 9.0, 2.0, -8.0, -10.0, 1.0, -9.0, 4.0, 8.0, 371.0
-7.0, 3.0, -7.0, -8.0, -2.0, -8.0, -3.0, 3.0, -1.0, -6.0, -2.0, 4.0, 4.0, -6.0, 8.0, 8.0, 9.0, -8.0, -4.0, -7.0, 63.0, -6.0, -10.0, -3.0, -10.0, 3.0, -8.0, -3.0, 4.0, 2.0, 2.0, 43.0, 221.0
-2.0, -5.0, -8.0, -9.0, -8.0, -6.0, -4.0, -10.0, -2.0, -9.0, 9.0, -1.0, -1.0, -6.0, 5.0, 1.0, -5.0, -3.0, -8.0, 2.0, 28.0, 5.0, -1.0, -5.0, 3.0, 5.0, -9.0, -7.0, 6.0, 3.0, 4.0, 89.0, 190.0
-5.0, -10.0, -6.0, -3.0, 3.0, 4.0, -2.0, 5.0, 9.0, 6.0, 0.0, -3.0, 1.0, 8.0, 9.0, 9.0, 3.0, 4.0, -4.0, 7.0, 40.0, -9.0, 8.0, 7.0, -10.0, 8.0, 3.0, -1.0, 0.0, -7.0, 7.0, 77.0, 351.0
7.0, -6.0, 8.0, -6.0, 1.0, 2.0, 1.0, 8.0, 9.0, -6.0, 6.0, -5.0, -10.0, 6.0, 4.0, -3.0, 3.0, -2.0, 7.0, -2.0, 57.0, -8.0, 0.0, -5.0, 6.0, -7.0, -7.0, 8.0, 6.0, -5.0, 2.0, 13.0, 481.0
7.0, -5.0, 3.0, -2.0, 9.0, -1.0, -9.0, 3.0, -6.0, -6.0, -5.0, -6.0, 1.0, 5.0, -10.0, 6.0, -2.0, -9.0, 4.0, 0.0, 64.0, 9.0, 8.0, -2.0, 5.0, -7.0, -10.0, 1.0, 9.0, -5.0, -10.0, 5.0, 371.0
0.0, -8.0, 2.0, 9.0, 5.0, 1.0, -4.0, 2.0, -6.0, -4.0, 6.0, -10.0, 4.0, 6.0, -5.0, 6.0, -1.0, 0.0, 8.0, 9.0, 36.0, -7.0, -1.0, 6.0, -3.0, 9.0, -4.0, 9.0, 5.0, 2.0, 9.0, 57.0, 297.0
-7.0, -5.0, 7.0, -1.0, 2.0, 9.0, 3.0, 0.0, -9.0, 1.0, -6.0, 7.0, 3.0, -10.0, 1.0, 6.0, 5.0, -6.0, 3.0, -3.0, 51.0, -2.0, 0.0, -9.0, -6.0, -4.0, -8.0, 9.0, 9.0, -8.0, 5.0, 57.0, 381.0
-5.0, 4.0, -2.0, -7.0, 7.0, -9.0, -3.0, 1.0, -4.0, -2.0, -8.0, 6.0, 1.0, 4.0, 5.0, 5.0, -1.0, 6.0, 5.0, -9.0, 58.0, -4.0, 7.0, -9.0, 9.0, 6.0, -8.0, -7.0, -1.0, -3.0, 5.0, 8.0, 242.0
7.0, 8.0, -8.0, -2.0, 3.0, 2.0, -9.0, 3.0, 0.0, -10.0, -7.0, 4.0, -10.0, -4.0, 7.0, -9.0, 5.0, -7.0, -8.0, -5.0, 7.0, -1.0, -8.0, -3.0, -9.0, 8.0, 8.0, -2.0, 2.0, 6.0, 4.0, 17.0, 400.0
-3.0, -2.0, -9.0, -9.0, 5.0, 9.0, 2.0, 8.0, -9.0, -6.0, 9.0, -10.0, -4.0, 9.0, 2.0, -5.0, 7.0, -10.0, -3.0, 9.0, 85.0, 3.0, -1.0, -1.0, 9.0, 5.0, -2.0, 1.0, -9.0, -6.0, 6.0, 45.0, 421.0
7.0, -8.0, 0.0, 7.0, 4.0, 5.0, 6.0, 0.0, -3.0, 1.0, 1.0, -2.0, -2.0, 7.0, -2.0, -8.0, -1.0, -8.0, -9.0, 3.0, 45.0, -5.0, -10.0, 5.0, -7.0, 8.0, 6.0, 8.0, -6.0, -5.0, 1.0, 54.0, 411.0
-3.0, 6.0, 1.0, -1.0, -2.0, -9.0, -9.0, 0.0, 7.0, 7.0, -3.0, 8.0, -6.0, -2.0, 9.0, 6.0, 8.0, 5.0, 5.0, -6.0, 38.0, 5.0, -10.0, 3.0, 3.0, -3.0, -5.0, 6.0, 4.0, 6.0, -3.0, 95.0, 330.0
6.0, 0.0, 8.0, -9.0, 3.0, 0.0, -1.0, -6.0, 0.0, -6.0, -2.0, -1.0, 5.0, 5.0, 6.0, 6.0, 1.0, -5.0, 6.0, -3.0, 60.0, -10.0, 9.0, -8.0, 6.0, -1.0, 9.0, 0.0, -4.0, 8.0, -10.0, 86.0, 311.0
-9.0, -9.0, 5.0, -6.0, -8.0, -6.0, 2.0, 8.0, 1.0, 4.0, 2.0, -6.0, -10.0, 6.0, -8.0, 7.0, -9.0, -10.0, -4.0, 7.0, 37.0, -3.0, 4.0, 3.0, -6.0, 9.0, -4.0, -3.0, 8.0, 7.0, -3.0, 31.0, 351.0
5.0, -1.0, 0.0, -2.0, -3.0, -9.0, 2.0, -2.0, 3.0, -6.0, 6.0, 1.0, -5.0, 2.0, 9.0, 5.0, 8.0, 6.0, -9.0, -8.0, 0.0, -10.0, 5.0, -2.0, 9.0, 6.0, -3.0, -2.0, -5.0, 2.0, 5.0, 56.0, 251.0
-3.0, 0.0, 2.0, 9.0, 2.0, 6.0, 3.0, -3.0, -7.0, 2.0, 6.0, -10.0, -6.0, -2.0, -8.0, 2.0, 1.0, 8.0, 8.0, -8.0, 24.0, -4.0, -3.0, -8.0, -7.0, 8.0, -5.0, -3.0, -9.0, -1.0, 5.0, 37.0, 341.0
-9.0, -6.0, -7.0, 3.0, 2.0, 9.0, 5.0, 5.0, -9.0, -6.0, -6.0, -2.0, -8.0, -3.0, -3.0, 7.0, -3.0, -6.0, 2.0, -10.0, 8.0, 5.0, -7.0, 9.0, -4.0, -5.0, -7.0, 1.0, -3.0, 2.0, -1.0, 4.0, 421.0
-10.0, 7.0, -7.0, -7.0, -5.0, -8.0, -8.0, 7.0, -3.0, -6.0, 9.0, 7.0, -9.0, -1.0, 1.0, -2.0, 7.0, 6.0, -8.0, -1.0, 65.0, 2.0, 3.0, -1.0, 6.0, -5.0, -2.0, 1.0, -3.0, -6.0, -10.0, 4.0, 291.0
1.0, 3.0, 2.0, 0.0, -5.0, -7.0, 8.0, 6.0, -10.0, -1.0, 8.0, -5.0, -6.0, 1.0, -3.0, 5.0, -4.0, -3.0, -1.0, -3.0, 35.0, -6.0, 8.0, 3.0, 1.0, -6.0, 5.0, -10.0, -2.0, 1.0, 0.0, 74.0, 371.0
6.0, -8.0, -1.0, -1.0, 2.0, 9.0, -7.0, -10.0, 0.0, -9.0, -4.0, 6.0, -6.0, -5.0, 7.0, 4.0, 2.0, -4.0, 4.0, 6.0, 34.0, -4.0, 3.0, -10.0, -10.0, 4.0, 6.0, -5.0, -7.0, -10.0, -8.0, 59.0, 352.0
-7.0, -10.0, -1.0, -9.0, -7.0, -10.0, -9.0, -5.0, -8.0, 4.0, -7.0, 7.0, -10.0, -1.0, -8.0, 5.0, 0.0, 3.0, 5.0, 1.0, 79.0, -8.0, 4.0, -7.0, -10.0, -2.0, 5.0, -2.0, 0.0, -9.0, -5.0, 92.0, 236.0
-4.0, -4.0, 1.0, 7.0, 5.0, -1.0, 4.0, 4.0, -2.0, 3.0, -1.0, -4.0, 1.0, 9.0, 4.0, -1.0, 5.0, -8.0, -7.0, -8.0, 13.0, -4.0, -2.0, -10.0, -3.0, -1.0, 4.0, -1.0, 6.0, -3.0, -6.0, 19.0, 321.0
-8.0, 8.0, 0.0, 4.0, 5.0, 9.0, -4.0, -7.0, -5.0, 1.0, -8.0, 6.0, -7.0, 5.0, -9.0, 2.0, 1.0, 7.0, -1.0, 5.0, 86.0, -5.0, -9.0, 7.0, 4.0, -1.0, -8.0, 4.0, -6.0, -5.0, -7.0, 96.0, 421.0
7.0, 1.0, -8.0, -10.0, -10.0, 0.0, 5.0, 3.0, -6.0, -7.0, -9.0, 6.0, 2.0, 7.0, -3.0, -3.0, -1.0, 6.0, 7.0, -9.0, 67.0, -4.0, 7.0, 9.0, -2.0, 5.0, -6.0, -7.0, -10.0, -9.0, -3.0, 40.0, 361.0
-9.0, 4.0, -6.0, -7.0, -4.0, 7.0, -6.0, -5.0, 5.0, -3.0, 7.0, -4.0, -9.0, -2.0, 7.0, -3.0, 2.0, -6.0, 8.0, -3.0, 33.0, -10.0, -4.0, 3.0, -8.0, 3.0, 2.0, -10.0, 4.0, -8.0, 8.0, 49.0, 311.0
-8.0, 7.0, -9.0, 1.0, 8.0, 8.0, 6.0, -2.0, -2.0, -3.0, 1.0, 1.0, -5.0, -7.0, -5.0, 1.0, -1.0, 5.0, -2.0, 4.0, 5.0, -2.0, 9.0, -2.0, -9.0, 5.0, -9.0, -1.0, -7.0, 3.0, -2.0, 61.0, 471.0
-5.0, -9.0, 2.0, 7.0, -7.0, -6.0, 8.0, 6.0, -5.0, -4.0, -1.0, -2.0, 0.0, 7.0, 0.0, -2.0, -6.0, -3.0, 0.0, -10.0, 29.0, -9.0, -2.0, 8.0, 0.0, 4.0, 1.0, -4.0, 9.0, 2.0, -8.0, 93.0, 377.0
0.0, -2.0, 2.0, 7.0, -4.0, 8.0, -1.0, -9.0, 1.0, -4.0, 9.0, 1.0, -2.0, 1.0, 4.0, 3.0, -2.0, 8.0, 6.0, 4.0, 47.0, 8.0, -3.0, 1.0, 5.0, 1.0, -8.0, 0.0, 9.0, -4.0, -1.0, 42.0, 234.0
-2.0, -5.0, -9.0, 5.0, 3.0, 9.0, 7.0, 5.0, 4.0, 5.0, -9.0, -4.0, -9.0, 0.0, -7.0, -10.0, 5.0, 8.0, -8.0, 4.0, 0.0, 0.0, 0.0, 8.0, -9.0, -3.0, -3.0, -10.0, -5.0, -2.0, -8.0, 41.0, 521.0
7.0, 8.0, 8.0, 5.0, 5.0, -6.0, -2.0, 5.0, -10.0, 1.0, 5.0, -10.0, -5.0, -1.0, 8.0, -9.0, -3.0, 8.0, -4.0, -9.0, 5.0, 6.0, -2.0, -4.0, 9.0, -2.0, -9.0, 5.0, -5.0, 3.0, 9.0, 48.0, 551.0
-9.0, -8.0, 8.0, -5.0, 8.0, 3.0, -5.0, 9.0, -10.0, -7.0, 5.0, -8.0, 1.0, -10.0, -3.0, -8.0, 1.0, -4.0, -4.0, -1.0, 98.0, 0.0, 2.0, 0.0, 2.0, -5.0, 3.0, 3.0, -7.0, -3.0, 6.0, 61.0, 471.0
-2.0, -1.0, -5.0, 1.0, 6.0, -2.0, -5.0, 2.0, -7.0, 5.0, 0.0, -1.0, 5.0, -1.0, -7.0, 2.0, 4.0, 8.0, -2.0, 0.0, 41.0, -6.0, -2.0, -1.0, 0.0, 1.0, -5.0, -7.0, -5.0, -8.0, -7.0, 80.0, 261.0
-9.0, 9.0, 0.0, -2.0, -10.0, 0.0, 2.0, 2.0, -10.0, -5.0, -2.0, -1.0, 8.0, -3.0, 0.0, -9.0, 9.0, -2.0, -5.0, -1.0, 61.0, 5.0, -5.0, 7.0, 0.0, 2.0, -10.0, -2.0, -5.0, -4.0, 1.0, 95.0, 331.0
8.0, -8.0, 1.0, 9.0, 7.0, 2.0, 7.0, -5.0, 5.0, -9.0, -6.0, -7.0, -7.0, -10.0, 8.0, 0.0, 8.0, 8.0, -8.0, -9.0, 77.0, -7.0, -4.0, 6.0, 9.0, 6.0, -4.0, -8.0, -1.0, -7.0, -7.0, 19.0, 561.0
8.0, -4.0, -3.0, -3.0, -7.0, 4.0, -9.0, 8.0, -5.0, -1.0, 0.0, -10.0, -10.0, -8.0, 6.0, -5.0, -8.0, 5.0, -4.0, -4.0, 62.0, -6.0, -8.0, 9.0, 9.0, -6.0, 0.0, -8.0, 6.0, -10.0, -6.0, 25.0, 361.0
-8.0, 5.0, -7.0, 9.0, 0.0, -7.0, -3.0, 4.0, 7.0, -7.0, -8.0, -6.0, -2.0, 1.0, -3.0, -5.0, 5.0, -1.0, 9.0, -3.0, 29.0, 6.0, 1.0, 9.0, 6.0, -3.0, -3.0, -8.0, -1.0, 2.0, 6.0, 93.0, 401.0
3.0, -1.0, 9.0, 4.0, 7.0, 9.0, 3.0, 1.0, 5.0, -5.0, 4.0, 9.0, -4.0, -7.0, -2.0, -7.0, 2.0, 7.0, 2.0, -3.0, 49.0, 4.0, -1.0, 3.0, 1.0, 8.0, -6.0, 7.0, -5.0, 2.0, 7.0, 24.0, 364.0
