4.0, -4.0, 2.0, 3.0, 6.0, -5.0, 4.0, 0.0, -2.0, -5.0, 53.0, -4.0, -1.0, 3.0, 5.0, 4.0, 48.0, 171.0
6.0, -6.0, 4.0, -3.0, 6.0, -10.0, 3.0, -7.0, -4.0, -5.0, 48.0, 4.0, 7.0, -10.0, 8.0, 5.0, 42.0, 206.0
7.0, 7.0, -7.0, -1.0, -5.0, 1.0, 5.0, -8.0, -4.0, -3.0, 65.0, 5.0, -2.0, 3.0, 7.0, 2.0, 43.0, 209.0
3.0, -10.0, 8.0, -5.0, 7.0, -6.0, -3.0, 3.0, 5.0, -5.0, 1.0, -7.0, -9.0, 9.0, 9.0, 0.0, 87.0, 331.0
-4.0, -10.0, -3.0, -6.0, -4.0, -3.0, 9.0, -1.0, -1.0, 8.0, 80.0, 5.0, 6.0, 0.0, 9.0, 3.0, 24.0, 71.0
-5.0, -4.0, -4.0, -4.0, 4.0, -9.0, 6.0, 5.0, 8.0, 2.0, 3.0, -2.0, -10.0, -8.0, 7.0, 1.0, 0.0, 131.0
-9.0, -8.0, -5.0, 4.0, 4.0, -6.0, 1.0, -4.0, -10.0, -7.0, 56.0, -9.0, 1.0, -4.0, -3.0, 6.0, 94.0, 251.0
-9.0, -10.0, -8.0, -9.0, 4.0, 5.0, 2.0, -1.0, -6.0, -4.0, 5.0, -9.0, 0.0, 1.0, -8.0, -3.0, 91.0, 231.0
-3.0, 6.0, 8.0, -6.0, 0.0, 1.0, -8.0, 4.0, -5.0, 0.0, 3.0, -4.0, -5.0, 5.0, 8.0, -9.0, 65.0, 231.0
-9.0, 3.0, 5.0, -2.0, -2.0, 7.0, 5.0, -5.0, -4.0, 2.0, 63.0, -7.0, 9.0, -1.0, -8.0, 9.0, 32.0, 191.0
8.0, -3.0, -5.0, 8.0, 5.0, -10.0, 0.0, 7.0, 4.0, -7.0, 22.0, -9.0, -5.0, 1.0, 5.0, -5.0, 14.0, 291.0
-1.0, -9.0, 9.0, -9.0, -8.0, 6.0, -7.0, 6.0, -4.0, 1.0, 58.0, -3.0, 2.0, 9.0, -9.0, -3.0, 94.0, 271.0
-6.0, -1.0, 1.0, -9.0, 0.0, 4.0, 4.0, -4.0, 5.0, -5.0, 51.0, -10.0, 7.0, -8.0, -2.0, 6.0, 15.0, 161.0
-1.0, 2.0, 1.0, -7.0, 1.0, -8.0, -10.0, -10.0, 1.0, -3.0, 96.0, 5.0, 9.0, -2.0, 8.0, 2.0, 92.0, 94.0
8.0, -6.0, -9.0, 7.0, -9.0, -1.0, -2.0, 6.0, -7.0, -9.0, 32.0, -1.0, -3.0, -2.0, -2.0, -9.0, 41.0, 331.0
-6.0, -1.0, 2.0, 1.0, -4.0, -7.0, 7.0, 2.0, -10.0, -7.0, 96.0, -4.0, -8.0, -9.0, 0.0, -6.0, 26.0, 131.0
6.0, 9.0, 2.0, 5.0, -1.0, -10.0, 4.0, -7.0, -4.0, -5.0, 54.0, -7.0, 5.0, 1.0, -2.0, -1.0, 17.0, 221.0
1.0, -5.0, 0.0, 4.0, -2.0, -8.0, 3.0, 5.0, 3.0, 0.0, 30.0, -10.0, -9.0, 1.0, 9.0, -1.0, 61.0, 121.0
-3.0, 1.0, 5.0, -10.0, 7.0, 5.0, -5.0, -8.0, 0.0, 3.0, 48.0, -3.0, 6.0, 4.0, 6.0, 0.0, 16.0, 171.0
-6.0, 7.0, -4.0, 3.0, -9.0, -10.0, 5.0, -9.0, -7.0, -2.0, 85.0, 2.0, 7.0, 7.0, 3.0, -3.0, 26.0, 187.0
9.0, 7.0, -8.0, 3.0, 1.0, -5.0, -8.0, 9.0, -3.0, 0.0, 86.0, 4.0, -8.0, -10.0, -9.0, -3.0, 14.0, 271.0
-9.0, 3.0, -1.0, 5.0, -3.0, -6.0, 2.0, 3.0, 7.0, 2.0, 89.0, 6.0, 2.0, -6.0, -1.0, -5.0, 58.0, 201.0
1.0, -8.0, 0.0, 5.0, -10.0, 0.0, 3.0, 9.0, 7.0, -3.0, 96.0, -9.0, 6.0, -3.0, -4.0, 7.0, 40.0, 241.0
-10.0, -6.0, -7.0, 7.0, 3.0, -6.0, -6.0, -10.0, -3.0, -5.0, 36.0, -7.0, 3.0, 8.0, 0.0, -2.0, 5.0, 271.0
-9.0, 9.0, 4.0, -1.0, -10.0, 3.0, -8.0, 7.0, -9.0, -1.0, 88.0, 5.0, 3.0, 1.0, 4.0, -9.0, 23.0, 321.0
-10.0, 9.0, 9.0, -3.0, -7.0, -3.0, -4.0, 4.0, 8.0, -9.0, 79.0, 1.0, -4.0, 7.0, -8.0, 5.0, 65.0, 342.0
6.0, -9.0, 4.0, 3.0, 2.0, 9.0, -6.0, 0.0, -1.0, -9.0, 94.0, -1.0, 2.0, 9.0, -7.0, -10.0, 34.0, 221.0
-9.0, -10.0, -1.0, 0.0, -4.0, -9.0, 4.0, -9.0, -5.0, -2.0, 3.0, 1.0, 2.0, -8.0, 1.0, 6.0, 16.0, 189.0
2.0, -6.0, 2.0, -7.0, -8.0, -9.0, -10.0, -9.0, -7.0, -6.0, 27.0, -3.0, -1.0, 1.0, 4.0, -10.0, 8.0, 191.0
5.0, 4.0, 7.0, -9.0, -3.0, -4.0, -9.0, -5.0, 9.0, -5.0, 79.0, -2.0, -6.0, -10.0, -9.0, -6.0, 5.0, 281.0
2.0, -7.0, -7.0, -10.0, 0.0, -7.0, -3.0, 2.0, -6.0, 3.0, 21.0, -4.0, 5.0, 0.0, 3.0, -7.0, 18.0, 191.0
1.0, 9.0, 0.0, 8.0, -10.0, -9.0, 3.0, 8.0, 1.0, 7.0, 40.0, -6.0, 5.0, -7.0, -1.0, -10.0, 78.0, 281.0
3.0, 4.0, -6.0, 6.0, -1.0, -9.0, 1.0, -6.0, 8.0, 6.0, 55.0, -1.0, -1.0, -9.0, -1.0, 0.0, 15.0, 201.0
-1.0, 0.0, 9.0, 4.0, 0.0, 0.0, 7.0, 0.0, 1.0, 5.0, 40.0, 3.0, -4.0, 4.0, -5.0, -6.0, 52.0, 141.0
2.0, 6.0, -7.0, 2.0, 1.0, -1.0, 8.0, -2.0, 0.0, -8.0, 16.0, 9.0, 2.0, 3.0, -6.0, 9.0, 24.0, 147.0
4.0, -4.0, 9.0, -8.0, 9.0, -10.0, -6.0, 0.0, -4.0, -10.0, 21.0, 4.0, -9.0, 0.0, -9.0, 7.0, 73.0, 341.0
9.0, 5.0, 5.0, -6.0, -10.0, 7.0, -4.0, 4.0, 3.0, -7.0, 2.0, -1.0, 7.0, -8.0, -6.0, -5.0, 69.0, 316.0
7.0, 2.0, 1.0, 7.0, 1.0, 2.0, -1.0, -8.0, -1.0, -6.0, 8.0, -4.0, -8.0, 4.0, -8.0, 8.0, 70.0, 181.0
-3.0, -7.0, 0.0, -2.0, -2.0, 9.0, -10.0, -4.0, -6.0, -8.0, 13.0, -2.0, 7.0, -10.0, 7.0, 6.0, 63.0, 101.0
-5.0, 4.0, -3.0, -1.0, 8.0, 0.0, -8.0, 1.0, -4.0, -4.0, 23.0, -2.0, -4.0, 3.0, -3.0, 7.0, 51.0, 201.0
-5.0, 2.0, -1.0, -3.0, -5.0, -2.0, 4.0, 7.0, -2.0, -10.0, 61.0, 4.0, -3.0, 1.0, -4.0, -5.0, 6.0, 121.0
-3.0, -1.0, 5.0, 7.0, -8.0, -7.0, -5.0, -9.0, -2.0, 3.0, 71.0, 8.0, -4.0, -3.0, 9.0, 3.0, 30.0, 195.0
-6.0, 1.0, -1.0, 9.0, -10.0, -7.0, 0.0, -7.0, -6.0, -4.0, 86.0, 2.0, -5.0, -8.0, 9.0, -1.0, 8.0, 256.0
-10.0, 8.0, -1.0, 7.0, -4.0, 8.0, 9.0, -3.0, -10.0, -5.0, 20.0, 6.0, 1.0, 3.0, -5.0, 1.0, 29.0, 289.0
4.0, -4.0, 3.0, -8.0, -1.0, -1.0, 5.0, -1.0, -3.0, -8.0, 59.0, 8.0, 9.0, 6.0, 2.0, 1.0, 78.0, 115.0
-3.0, 4.0, -6.0, -6.0, 8.0, 1.0, -6.0, -8.0, 4.0, -3.0, 21.0, -5.0, -5.0, 6.0, 2.0, 8.0, 50.0, 211.0
-5.0, -3.0, 5.0, -6.0, 6.0, 4.0, 8.0, -2.0, -9.0, -10.0, 7.0, -5.0, 5.0, -8.0, -4.0, 0.0, 1.0, 221.0
-5.0, -3.0, 4.0, -8.0, -2.0, 8.0, 4.0, -6.0, -2.0, -8.0, 88.0, 6.0, -3.0, -5.0, 6.0, 8.0, 39.0, 151.0
-9.0, -1.0, 3.0, 4.0, 2.0, -9.0, 6.0, 2.0, 7.0, -10.0, 39.0, -1.0, -8.0, 0.0, 0.0, -10.0, 36.0, 191.0
-8.0, -10.0, -6.0, -5.0, -1.0, 2.0, -8.0, -3.0, 2.0, 3.0, 46.0, 8.0, 1.0, 5.0, 1.0, 2.0, 95.0, 181.0
4.0, 7.0, -7.0, 4.0, -5.0, 7.0, -2.0, 4.0, -9.0, 2.0, 89.0, 8.0, -9.0, -10.0, 8.0, -10.0, 93.0, 271.0
7.0, -6.0, -5.0, -5.0, -6.0, -5.0, -9.0, 5.0, 5.0, -9.0, 4.0, 5.0, -8.0, -10.0, -8.0, -6.0, 0.0, 191.0
-3.0, -3.0, -5.0, 2.0, -1.0, 0.0, -9.0, -10.0, 0.0, 4.0, 91.0, -6.0, 1.0, -5.0, 0.0, 7.0, 6.0, 101.0
2.0, 9.0, -6.0, -4.0, -1.0, -7.0, -8.0, 9.0, -3.0, 1.0, 44.0, -7.0, 5.0, 7.0, 5.0, -8.0, 40.0, 204.0
1.0, 9.0, 6.0, 7.0, -1.0, 5.0, 8.0, -2.0, 7.0, -2.0, 41.0, 3.0, -4.0, 1.0, 6.0, -9.0, 44.0, 162.0
-10.0, -5.0, -4.0, 5.0, -9.0, -7.0, -3.0, -6.0, 3.0, -5.0, 79.0, 6.0, 6.0, -8.0, -9.0, 3.0, 23.0, 241.0
3.0, 9.0, 3.0, 8.0, -7.0, 3.0, -4.0, -6.0, 7.0, 8.0, 51.0, -9.0, -3.0, -8.0, -5.0, 2.0, 1.0, 271.0
-5.0, 3.0, -4.0, -6.0, -7.0, -1.0, 2.0, -2.0, 5.0, -7.0, 72.0, -4.0, -4.0, -10.0, 5.0, -2.0, 42.0, 161.0
0.0, -2.0, 9.0, -8.0, 7.0, 3.0, 4.0, -8.0, -10.0, -6.0, 28.0, 9.0, -6.0, 2.0, -3.0, -9.0, 13.0, 261.0
-2.0, -6.0, 0.0, -3.0, 9.0, 0.0, -7.0, 7.0, 6.0, -7.0, 75.0, -10.0, 0.0, -2.0, 1.0, -2.0, 25.0, 181.0
0.0, 5.0, 2.0, 7.0, -10.0, 8.0, 8.0, -4.0, -1.0, 0.0, 78.0, -5.0, 2.0, 6.0, 7.0, 0.0, 89.0, 223.0
2.0, 0.0, -7.0, 2.0, -4.0, -2.0, 6.0, 7.0, 8.0, 8.0, 69.0, 2.0, 9.0, -2.0, -3.0, 8.0, 16.0, 100.0
2.0, -4.0, -5.0, 6.0, 2.0, -7.0, 0.0, 8.0, -9.0, 6.0, 90.0, 3.0, 2.0, -3.0, -1.0, -2.0, 67.0, 191.0
-1.0, 1.0, -5.0, 5.0, 6.0, -4.0, -8.0, -2.0, -6.0, -8.0, 29.0, -6.0, -1.0, -3.0, 9.0, -7.0, 25.0, 181.0
1.0, -5.0, -3.0, 9.0, 3.0, 8.0, 3.0, 1.0, -8.0, 1.0, 90.0, 3.0, 1.0, -9.0, -9.0, -4.0, 62.0, 211.0
-9.0, 1.0, 2.0, -2.0, 1.0, -9.0, 7.0, -3.0, -1.0, 8.0, 21.0, -5.0, -9.0, 1.0, 4.0, -8.0, 88.0, 151.0
9.0, -3.0, -7.0, -5.0, 6.0, -2.0, -9.0, 1.0, -4.0, -7.0, 76.0, 3.0, -6.0, -9.0, -3.0, -6.0, 28.0, 271.0
7.0, -8.0, 0.0, -8.0, -2.0, -8.0, 9.0, 1.0, -10.0, -9.0, 84.0, -1.0, -10.0, 4.0, -1.0, -4.0, 17.0, 231.0
-1.0, 3.0, -1.0, 0.0, 5.0, -5.0, -10.0, -9.0, -5.0, 9.0, 26.0, -1.0, 4.0, -2.0, 6.0, -1.0, 28.0, 101.0
-9.0, -1.0, -4.0, -5.0, 4.0, -8.0, 3.0, 6.0, -9.0, 0.0, 29.0, -4.0, -10.0, -1.0, 1.0, 0.0, 76.0, 181.0
6.0, 9.0, 5.0, -1.0, -2.0, 2.0, 8.0, -3.0, -6.0, -3.0, 81.0, 4.0, -9.0, -5.0, -1.0, -3.0, 19.0, 231.0
9.0, -10.0, -7.0, -8.0, -5.0, 5.0, -4.0, 1.0, -7.0, 7.0, 12.0, 2.0, -9.0, -7.0, 5.0, -1.0, 91.0, 271.0
2.0, 7.0, 4.0, -3.0, -8.0, 0.0, 4.0, -2.0, -9.0, 1.0, 58.0, -9.0, -1.0, 8.0, -5.0, 0.0, 25.0, 241.0
-3.0, 8.0, -6.0, 3.0, 8.0, -5.0, -1.0, -8.0, -1.0, -10.0, 61.0, -4.0, 9.0, -9.0, 6.0, 8.0, 10.0, 224.0
-2.0, 7.0, -7.0, 4.0, 1.0, 5.0, -2.0, -1.0, 7.0, -1.0, 81.0, -8.0, -3.0, 1.0, -9.0, -1.0, 84.0, 211.0
-8.0, 4.0, 0.0, 9.0, 9.0, -10.0, 9.0, -4.0, 1.0, -4.0, 29.0, 3.0, 7.0, 1.0, 2.0, -4.0, 77.0, 299.0
5.0, 6.0, 6.0, -7.0, -2.0, 1.0, 4.0, 4.0, -6.0, -9.0, 44.0, 4.0, -9.0, 0.0, 3.0, -5.0, 4.0, 261.0
6.0, 7.0, 6.0, -10.0, -6.0, -3.0, 8.0, 4.0, -4.0, 5.0, 91.0, -9.0, -1.0, 8.0, -9.0, 3.0, 55.0, 343.0
-8.0, -2.0, 2.0, -10.0, -7.0, 7.0, 5.0, -1.0, 3.0, -9.0, 76.0, -8.0, -5.0, -4.0, -2.0, 0.0, 79.0, 191.0
-9.0, 2.0, -6.0, -9.0, -1.0, -9.0, -9.0, 9.0, -6.0, 5.0, 35.0, -7.0, 6.0, -4.0, -4.0, -2.0, 46.0, 201.0
9.0, 8.0, -4.0, -3.0, 6.0, -10.0, -1.0, -9.0, -1.0, -7.0, 67.0, -4.0, 5.0, 4.0, 9.0, -3.0, 48.0, 280.0
7.0, 3.0, -3.0, -3.0, -5.0, 4.0, -4.0, -1.0, 1.0, 2.0, 6.0, -3.0, -2.0, 4.0, -8.0, 7.0, 29.0, 163.0
6.0, 6.0, -2.0, -8.0, 4.0, -4.0, -9.0, -2.0, 4.0, -3.0, 25.0, -8.0, -2.0, 7.0, -7.0, 4.0, 34.0, 261.0
-5.0, 3.0, -3.0, 0.0, 3.0, -10.0, 4.0, 4.0, 8.0, -4.0, 94.0, -10.0, -10.0, 8.0, 2.0, -8.0, 35.0, 141.0
-6.0, -3.0, 1.0, 1.0, 0.0, -9.0, 7.0, -7.0, 5.0, 5.0, 34.0, 7.0, -7.0, -1.0, 3.0, 2.0, 28.0, 111.0
2.0, -8.0, 3.0, -6.0, -2.0, 1.0, 6.0, -7.0, -4.0, 9.0, 8.0, -1.0, 8.0, -1.0, -1.0, -6.0, 88.0, 191.0
-10.0, -4.0, -6.0, 2.0, 9.0, 3.0, -10.0, 0.0, 1.0, 0.0, 88.0, -3.0, -8.0, -10.0, -4.0, 5.0, 19.0, 271.0
-1.0, -6.0, 6.0, 5.0, 3.0, 6.0, 8.0, 2.0, 4.0, -1.0, 1.0, -6.0, 1.0, 0.0, -1.0, 1.0, 89.0, 64.0
6.0, -9.0, -1.0, -7.0, 5.0, -2.0, -10.0, -5.0, 1.0, 9.0, 6.0, 7.0, -3.0, -10.0, -1.0, -4.0, 58.0, 271.0
8.0, 5.0, 3.0, -9.0, -8.0, 4.0, -10.0, -5.0, -6.0, 8.0, 33.0, 3.0, -1.0, 2.0, -2.0, -7.0, 89.0, 331.0
-9.0, 8.0, 3.0, 8.0, -6.0, -2.0, -2.0, -3.0, 5.0, -1.0, 53.0, 0.0, 9.0, 8.0, -2.0, 4.0, 58.0, 265.0
-2.0, -1.0, 1.0, 8.0, 1.0, 7.0, -1.0, 1.0, 3.0, -9.0, 70.0, -10.0, 6.0, -7.0, 2.0, -8.0, 41.0, 131.0
-1.0, 4.0, -9.0, 5.0, -4.0, -3.0, 6.0, 7.0, 3.0, 1.0, 87.0, 7.0, 8.0, 6.0, -6.0, -1.0, 30.0, 169.0
4.0, -6.0, -3.0, -7.0, -7.0, 8.0, -9.0, -5.0, 1.0, -5.0, 11.0, 3.0, -1.0, 8.0, 4.0, -9.0, 4.0, 171.0
0.0, 1.0, 1.0, 3.0, -6.0, 5.0, -8.0, -7.0, -2.0, 4.0, 34.0, -5.0, -3.0, 2.0, -10.0, -9.0, 25.0, 111.0
-7.0, 5.0, -1.0, -1.0, 5.0, -2.0, 8.0, -10.0, 4.0, 7.0, 81.0, -5.0, -10.0, -2.0, 6.0, 6.0, 87.0, 181.0
-8.0, -1.0, 9.0, -7.0, -9.0, 1.0, 3.0, -5.0, 9.0, -1.0, 91.0, -8.0, 4.0, -8.0, -6.0, 6.0, 15.0, 261.0
-10.0, 0.0, 2.0, -4.0, 7.0, 7.0, 3.0, 3.0, -2.0, 8.0, 36.0, 8.0, 9.0, 4.0, -4.0, -4.0, 92.0, 121.0
8.0, -5.0, 8.0, 5.0, -9.0, 8.0, -2.0, -4.0, 9.0, 0.0, 7.0, 9.0, -5.0, 4.0, 7.0, 0.0, 58.0, 281.0
-10.0, 5.0, 8.0, -5.0, -2.0, 8.0, -6.0, -8.0, 0.0, -2.0, 11.0, 1.0, -9.0, 3.0, -6.0, 9.0, 57.0, 281.0
6.0, 8.0, -6.0, 8.0, 0.0, -8.0, 9.0, -2.0, 2.0, -8.0, 70.0, 6.0, -7.0, -10.0, 5.0, -8.0, 54.0, 281.0
3.0, -6.0, -1.0, -8.0, 9.0, -2.0, 5.0, -2.0, 0.0, 2.0, 43.0, 3.0, 8.0, -8.0, -1.0, 1.0, 59.0, 255.0
-9.0, -9.0, 5.0, 5.0, 5.0, 0.0, -6.0, -10.0, 3.0, -1.0, 87.0, 5.0, 8.0, 8.0, -5.0, -2.0, 6.0, 220.0
-8.0, -3.0, 8.0, -3.0, -2.0, 8.0, 4.0, -5.0, 0.0, 0.0, 80.0, -3.0, 9.0, -9.0, 9.0, -4.0, 32.0, 191.0
6.0, 6.0, 2.0, -6.0, -4.0, 9.0, 9.0, 3.0, -6.0, 2.0, 62.0, -8.0, -6.0, -4.0, -1.0, -6.0, 24.0, 169.0
-3.0, 0.0, 8.0, 4.0, 7.0, 7.0, -10.0, 2.0, 4.0, -9.0, 26.0, -1.0, -8.0, -6.0, 6.0, -1.0, 38.0, 221.0
